,Outlet/Publication,Headline,Hit sentence,Url,Rating
168,facebook.com,Gargle bamboo by Bamboomouthwash Type stars. Type stars.," Not be able to brush your teeth thoroughly! # foul mouth. Friends, do not talk to. A special extract from Bamboo mouth namyabuan #mouthwash # allegation # bamboo buffing the tooth # fresh breath alcohol doesn't have 99.99% of bacteria, eliminate # the teeth great prove::: can rinsing the mouth insert a glass of something in your mouth all dirty. Interested to enquire/order line: 918349050 Tel: 091-8349050 gleaming katakana >>//line.me/R/ti/p/%40fqw0165o https: > click.",http://www.facebook.com/1612079552346002/posts/1804440593109896,Spam
169,facebook.com,Photos from Tramy Lim's post by Tramy Lim,"Smile v Free Tanjung Piandang just came back from Jakarta, home first thing is to try our new product Smile v. Because I am really afraid to visit the dentist. Thank you for the Lazior company's product. It really makes me wonder and happy. I'm going to laugh more confidently starting tomorrow. Lazior Smile v Mouthwash main functions: Remove stains from the teeth promote oral fresh antibacterial bacteria and microorganisms promote liver function promote saliva secretion anti-inflammatory Shan no add chemical drugs Shan no preservatives Shan No side effects Shan good Shan ease use Shan all natural raw materials have not tried friends come to inquire Bai!",http://www.facebook.com/1636562609940994/posts/1870106363253283,Spam
170,twitter.com,[ chillmanisu ] 3rd graders in @ranDpool17 class collecting mouthwash preference data for local dentist #NevadaCubPride #CBL https://t.co/IzMVt3XMOB by chillmanisu,[ chillmanisu ] 3rd graders in @ranDpool17 class collecting mouthwash preference data for local dentist #NevadaCubPride #CBL https://t.co/IzMVt3XMOB,http://twitter.com/chillmanisu/statuses/869560265133740032,Not Spam
171,twitter.com,"[ _Orbelstacks ] Lavar need to do the Colgate challenge, the mouthwash challenge, the floss challenge, the brush his teeth 2-3 times… https://t.co/xLMm1b5gZj by _Orbelstacks","[ _Orbelstacks ] Lavar need to do the Colgate challenge, the mouthwash challenge, the floss challenge, the brush his teeth 2-3 times… https://t.co/xLMm1b5gZj",http://twitter.com/_Orbelstacks/statuses/869724417915596800,Not Spam
172,facebook.com,Photos from Monthira Singsuk's post by Monthira Singsuk,"A foul mouth odor, yellow teeth Tartar doth Brushing the teeth braces clean smoke stains, coffee, tea. The cause of the problems, gum disease and bad breath Twin Pack best value rates, don't miss!!! HYDENT toothpaste-flak reduces Tartar inhibits bacteria, odor, mouth. -Reduces tooth sensitivity when using the continuous-gums teeth and strong and reduces inflammation. -Fresh breath-all white teeth against decay a special mouthwash gargle Bamboo extracts from bamboo trees. -' By the teeth that stick to deep-breath fresh-no substance, alcohol is not eliminating bacteria, 99.99% of mouth-tingling-excellent cleaning, suitable for all ages, isn't it? For more information, please contact 065-3529198 or khlik http://line.me/ti/p/@pjz4353w open to dealers across the country.",http://www.facebook.com/490713721083520/posts/809328189222070,Spam
173,twitter.com,[SVBEAT7] OQ you do when the girl ta with the BCT stinking? — Bath of Listerine https://t.co/WvDwTOmu44 by SVBEAT7,[SVBEAT7] OQ you do when the girl ta with the BCT stinking? — Listerine https://t.co/WvDwTOmu44,http://twitter.com/svbeat7/statuses/869784233849606144,Not Spam
174,twitter.com,[ KaosAgent666 ] Must be 5 o'clock in the mouthwash isle #trailerparktrump by KaosAgent666,[ KaosAgent666 ] Must be 5 o'clock in the mouthwash isle #trailerparktrump,http://twitter.com/KaosAgent666/statuses/869813459181076482,Not Spam
175,twitter.com,[ Josh_Galang ] You're not human if you can keep listerine in your mouth for two minutes by Josh_Galang,[ Josh_Galang ] You're not human if you can keep listerine in your mouth for two minutes,http://twitter.com/Josh_Galang/statuses/869762792416354304,Not Spam
176,facebook.com,gph.is by Total Care Mouthwash,Best time Total Care Mouthwash gargle when fasting i.e. after Suhoor and after breaking the fast. If you usually gargle with Total Care Mouthwash when when guys? #BersihkanMulutBersihkanHati,http://www.facebook.com/510857555641253/posts/1405510516175948,Spam
177,twitter.com,[ jimmypaImer ] the mouthwash bottle says not to eat or drink for 30 minutes um it's been three and i just chugged a bottle of water am i gonna DIE by jimmypaImer,[ jimmypaImer ] the mouthwash bottle says not to eat or drink for 30 minutes um it's been three and i just chugged a bottle of water am i gonna DIE,http://twitter.com/jimmypaImer/statuses/869741949749567489,Not Spam
178,cfsremission.com,Triphala – an ancient medicine,a positive effect on weight loss in obese subjects.” [ 2012]. “Triphala as an antifungal is shown to have more efficacy than the conventional chlorhexidine mouthwash.” [ 2017] Triphala in prevention of dental caries and as an antimicrobial in oral cavity- a review [2015]. Hypoglycemic effect of triphala on selected non insulin dependent Diabetes mellitus subjects [2008]. I have taken to adding some to tea regularly and several people have been impressed by changes it has made. So what do we,http://cfsremission.com/2017/05/25/triphala-an-ancient-medicine/,Spam
179,blog.mfacomdes.com,"I’m Mary Poppins, Y’all"," system and for this reason you need to pack something a little stronger than just your Flonase. Laundry Detergent Mini-Sheets. There is a limit to your luggage weight. 20kg. This can be a struggle when you are gone for 13 days. Bringing dissolvable detergent sheets the size of a listerine packet helps save money, so you don’t have to wait 3 days for your laundry to return – like Yamna unfortunately had to do. Extra space in my luggage for books. The previous Germany trip students warned about how",http://blog.mfacomdes.com/2017/05/im-mary-poppins-yall/,Not Spam
180,facebook.com,Healthy food supplements by Chayakorn Korn,"The taste of a fresh new challenge to prove The mouth of the co rotmen yellow teeth have Tartar oi doth. Brushing the teeth braces clean smoke stains, coffee, tea. The cause of the problems, gum disease and bad breath. All in all. This double challenge, try ✨ # #HYDENT ✨ toothpaste, eliminate plaque reduces Tartar bad breath bacteria inhibitor suspension. Reducing the sensitivity when used continuously nourishes the tooth gums stronger and reduces inflammation. The clean, fresh breath, teeth guards, no carcinogens in oral #Bamboo #mouthwash # special extract mouthwash from fresh bamboo pulp.",http://www.facebook.com/100785633415979/posts/755380591289810,Spam
181,twitter.com,"[ JOELFAN1 ] #Listerine oh hey, cool non alcohol Listerine... how bout a non flouride ??? I'm on board, and loads of others!!!! HELLO!!?? by JOELFAN1","[ JOELFAN1 ] #Listerine oh hey, cool non alcohol Listerine... how bout a non flouride ??? I'm on board, and loads of others!!!! HELLO!!??",http://twitter.com/JOELFAN1/statuses/869747667248836608,Not Spam
182,theoldmanofhuy.blogspot.com,"20/05/2017 Planes, Trains & Automobiles"," dunnage warehouse. Mouth: powerful, intense, not unlike mouthwash (Listerine). Sparkling spices (black cumin, galangal) and even kluwak nuts, which I conveniently let everyone smell, earlier. Finish: coating, with sticky Listerine, kluwak nuts, black cumin again, char-grilled chilli, then a lot of dried fruit (figs, prunes, sultanas). This is a bit of a beast, but taming it is very rewarding! 9/10 We all agree the Caledonian is more for immediate pleasure, whilst the Garnheath is more complex (and",http://theoldmanofhuy.blogspot.com/2017/05/20052017-planes-trains-automobiles.html,Not Spam
183,autumnrunner.wordpress.com,Income Eco Run 2017," own hydration bottles for refilling. All these actions boil down to reduce the amount of waste produced and it’s part of this race only objective. Zero waste runners have a different singlet design The race pack contains a few goodies from sponsors such as mouth wash, facial products, heat rub apart from the singlet and recycle bag. Race Pack Income Eco Run 2017 Day Before Race Day As I was recovering from old injury, which I felt was coming back, for the past week, I only managed to clock in a",https://autumnrunner.wordpress.com/2017/04/30/income-eco-run-2017/,Spam
184,twitter.com,[Jpbonow] @ VICENTE_TB bath Listerine!!!! by Jpbonow,[Jpbonow] @ VICENTE_TB bath Listerine!!!!,http://twitter.com/jpbonow/statuses/869586864826720258,Not Spam
185,twitter.com,[PatrickBides] Listerine by Patrickbides Bath,[PatrickBides] Listerine Bath,http://twitter.com/PatrickBides/statuses/869952906442756096,Not Spam
186,facebook.com,REMOVE ALL THE TARTAR FROM YOUR TEETH WITH THIS AMAZING MIXT... by Silvana Denkovska,We all want healthy white teeth and a beautiful smile. Mouthwash is extremely important for maintaining our teeth health. In this article we are going to show you how to make your own mouthwash in your home. It is easy for preparing and every one of us can do it.,http://www.facebook.com/41716376250/posts/10155138247016251,Spam
187,talesofthegrotesqueanddungeonesque.blogspot.com,Wreath of Barbs," bows were cut for good measure, just in case. Following the map further brought the party to a series of garden galleries in which the walls had been shaped into pictorial narratives; the soil of the floor was sprouting a variety of pale plant life. The second gallery was patrolled by a cult member brandishing a glaive; the party managed to take her down, but not before receiving enough injuries in the fray to give them pause. Their foe had a vial of pale green, mouthwash-colored liquid on her",http://talesofthegrotesqueanddungeonesque.blogspot.com/2017/05/wreath-of-barbs.html,Spam
188,twitter.com,[Remipepe] # Listerine Next challenge of @ Elliotoff dancing naked on the plateau of # TPMP # BrunoFunRadio by Remipepe,[Remipepe] # Listerine Next challenge of @ Elliotoff dancing naked on the plateau of # TPMP # Brunofunradio,http://twitter.com/remipepe/statuses/869822264388268032,Not Spam
189,twitter.com,"[ WebNutritionCTR ] To disinfect a broken blister, dab on a few drops of Listerine. Its a powerful antiseptic. by WebNutritionCTR","[ WebNutritionCTR ] To disinfect a broken blister, dab on a few drops of Listerine. Its a powerful antiseptic.",http://twitter.com/WebNutritionCTR/statuses/869816142277246976,Not Spam
190,twitter.com,[ LushStratford ] My shiny teeth and me have never felt fresher and cleaner and our mouthwash tabs are to thank for that! Our trio... http://fb.me/1rVXuf2Yl  by LushStratford,[ LushStratford ] My shiny teeth and me have never felt fresher and cleaner and our mouthwash tabs are to thank for that! Our trio... http://fb.me/1rVXuf2Yl ,http://twitter.com/LushStratford/statuses/869959835533451266,Not Spam
191,twitter.com,[ vgan ] @wyrbot Does this Listerine gig pay in the 7 figures? by vgan,[ vgan ] @wyrbot Does this Listerine gig pay in the 7 figures?,http://twitter.com/vgan/statuses/869746254401736711,Not Spam
192,twitter.com,[Gabriela6Jssica] My grandmother said P cat to use the Glicerine (Listerine) by Gabriela6jssica,[Gabriela6Jssica] My grandmother said P cat use the Glicerine (Listerine),http://twitter.com/Gabriela6Jssica/statuses/870102018710523906,Not Spam
193,twitter.com,[POCAHONTASPCRL] I'll give Listerine to some @ PQ are FD by POCAHONTASPCRL,[POCAHONTASPCRL] I'll give Listerine to some @ PQ are FD,http://twitter.com/pocahontaspcrl/statuses/869540297155465216,Not Spam
194,cruisin2.wordpress.com,Educational chuckle,"A friend shared this and it gave us a laugh so we’ll share it with you. Hope you haven’t seen it. Units Of Measure 1. Ratio of an igloo’s circumference to its diameter= Eskimo Pi 2. 2,000 pounds of Chinese soup= Won Ton 3. 1 millionth of a mouthwash= 1 microscope 4. Time between slipping on a peel and smacking the pavement= 1 bananosecond 5. Weight an evangelist carries with God= 1 billigram 6. Time it takes to sail 220 yards at 1 nautical mile per hour+ Knotfurlong 7. 365.25 days of drinking",https://cruisin2.wordpress.com/2017/05/07/educational-chuckle/,Spam
195,twitter.com,[ DorisYin2 ] I get this strong adrenaline rush high feeling of LISTERINE by DorisYin2,[ DorisYin2 ] I get this strong adrenaline rush high feeling of LISTERINE,http://twitter.com/DorisYin2/statuses/869636118593105920,Not Spam
196,twitter.com,"[ JulesB_11 ] RT @RMComedy: A ""Listerine Bottle Head Dress."" Just a costume? Really. Defend that, Appropriation Prize supporters. I'll wait. #appropriati… by JulesB_11","[ JulesB_11 ] RT @RMComedy: A ""Listerine Bottle Head Dress."" Just a costume? Really. Defend that, Appropriation Prize supporters. I'll wait. #appropriati…",http://twitter.com/JulesB_11/statuses/869798209043832832,Not Spam
197,starofsongstudios.wordpress.com,Tooth ache,"May 17, 2017 today I have a tremendous tooth ache but I believe it is really a sinus infection and so I will give it a few days of intensive TLC and see if it eases up. Prayer, aspirin, gargling with Listerine and taking cat naps. I might have a tube of oragel lying around and if it gets intense I may resort to that. My aspirations of painting the porch today is on hold. Hard to focus when body is in pain. Waiting for sinuses to clear up is about as time consuming as waiting paint dry. Gonna be a long day either way.",https://starofsongstudios.wordpress.com/2017/05/17/tooth-ache/,Not Spam
198,millionmilesecrets.com,Use This Handy Travel Checklist When Packing for Your Next G...,Consider When You’re Traveling Abroad Let’s take a look at the list! My Travel Checklist Use this handy checklist to make sure you don’t forget anything important when you take off on your next adventure! 1. Things to Do Before You Leave Make copies of important travel documents – It’s nice to make a copy of your ID so you can carry the copy around and leave the real thing somewhere safe in your hotel room. Alert credit cards and banks of travel – Charges or ATM withdrawals can be declined if the,http://millionmilesecrets.com/2017/05/24/travel-checklist/,Not Spam
199,twitter.com,"[ Ballislife_boi ] RT @IraqiRonaldo: @Ballislife_boi @ronnie_hash @Listerine LMAOOOO oh no doubt !! Damn khayis hashim, & FU*K diwaniya!!!!!! by Ballislife_boi","[ Ballislife_boi ] RT @IraqiRonaldo: @Ballislife_boi @ronnie_hash @Listerine LMAOOOO oh no doubt !! Damn khayis hashim, & FU*K diwaniya!!!!!!",http://twitter.com/Ballislife_boi/statuses/869713013061713921,Not Spam
200,twitter.com,[Oidecaris] My fetish is to use Listerine and then take icy water by oidecaris,[Oidecaris] My fetish is to use Listerine and then take icy water,http://twitter.com/oidecaris/statuses/870053860055842817,Not Spam
201,twitter.com,"[Annaluiza] RT @ CoringaODKILL: Who does not like me, has some problem cm to oral hygiene.... phobia to Listerine amigúh? by Annaluiza","[Annaluiza] RT @ CoringaODKILL: Who does not like me, has some problem cm to oral hygiene.... phobia to Listerine amigúh?",http://twitter.com/_AnnaLuiza/statuses/870091626600964099,Not Spam
202,fe-mainhandmadewithlove.blogspot.com,Dental finishes ....,"Hello my beautiful .... ciaooooo * tonight I come to tell you about my little finished, ""small"" because I do not like to make long posts about the finished products, it must be quick and pleasant to read .... So we start .... *** listerine intense freshness: it is the green bottle, it is supposed to fight the bacteria, I find it very fresh, I like it very much verdict: Yes a basic, I buy *** listerine stay white: very fresh and supposed to reduce the scale",http://fe-mainhandmadewithlove.blogspot.com/2017/05/termines-dentaires.html,Spam
203,twitter.com,[Hatao333] @ Listerine It's the regulation that people don't gather so let's win the tournament open (proposal by Hatao333,[Hatao333] @ Listerine It's the regulation that people don't gather so let's win the tournament open,http://twitter.com/hatao333/statuses/869769834145435648,Spam
204,facebook.com,BamBoo _ mouthwash freshen breath by Mick Sawat,"Morning breath, do not use yellow teeth jokes!!! Foul mouth to push a tooth tartar. Gum disease guide must be used once the results Line: mackshiro Tel: 085-0256088 Bamboo 10-2-5712989 notification receipt number mouthwash # gargle mouthwash Bamboo extract from bamboo pulp special # Mouthwash recipes natural extracts to enhance administration, Shih chaphap, oral work better for you. ** No alcohol ** Fresh breath, cleans thoroughly, reduce plaque was reduced of conveniently t Rhea. Preventing tooth decay, mouth odor Prevent health problems gum # how to use mouthwash, half water mixture without lid. It takes 30 seconds every time you wake up, or after meals and before bedtime. Net volume 300 ml",http://www.facebook.com/136693363103655/posts/1133703423402639,Spam
205,twitter.com,"[Noiaks _] RT @ CoringaODKILL: Who does not like me, has some problem cm to oral hygiene.... phobia to Listerine amigúh? by Noiaks _","[Noiaks _] RT @ CoringaODKILL: Who does not like me, has some problem cm to oral hygiene.... phobia to Listerine amigúh?",http://twitter.com/noiaks_/statuses/869731899404673024,Not Spam
206,twitter.com,[VitooorFerreira] Listerine Bath for these people of Paracambi!! by Vitooorferreira,[VitooorFerreira] Listerine Bath for these people of Paracambi!!,http://twitter.com/VitooorFerreira/statuses/869708262417018880,Not Spam
207,twitter.com,[ erinfcx ] root bear straight up tastes like listerine by erinfcx,[ erinfcx ] root bear straight up tastes like listerine,http://twitter.com/erinfcx/statuses/869708041008164868,Not Spam
208,twitter.com,[Slahs] Bridge] Bath Listerine Bath de Listerine bath de listerine bath de Listerine by Slahs,[Slahs] Bridge] Listerine Bath Listerine Bath de Listerine bath de Listerine,http://twitter.com/_slahs/statuses/869819446076088320,Not Spam
209,gavriladental.wordpress.com,Surprising Dental Statistics,"Do you have bad dental habits? Gavrila Dental wants to help you overcome them! In the UK, May 15th – June 15th is celebrated as National Smile Month; an attempt to draw attention to oral health. In honor of the 40-year anniversary of National Smile Month, the organization put together 40 statistics about the state of dental care. Our Top 5 surprising stats are: One in four adults admit they don’t brush twice a day, including a third of men. Only 31% of adults use mouthwash. One in three people",https://gavriladental.wordpress.com/2017/05/25/surprising-dental-statistics/,Spam
210,mamamia.com.au,Tuesday’s news in 5 minutes.,"1. Five year old boy found ‘drunk on mouthwash’ sparks arrest of parents for child abuse. The child told police he was forced to drink toilet water — but that was nothing compared to the “whoopins” https://t.co/Ni3S1kTjir — New York Post (@nypost) May 22, 2017 A five-year-old boy from New Mexico in the United States … Continued",http://www.mamamia.com.au/five-year-old-found-drunk/,Spam
211,twitter.com,[ UJc183nWVavxMIO ] RT @HATEerAID: Mouthwash Clothes Detergent Paper towels Bathroom Cleaner Food Dish detergent Tea Bags Sugar Chips by UJc183nWVavxMIO,[ UJc183nWVavxMIO ] RT @HATEerAID: Mouthwash Clothes Detergent Paper towels Bathroom Cleaner Food Dish detergent Tea Bags Sugar Chips,http://twitter.com/UJc183nWVavxMIO/statuses/869982517138300928,Spam
212,twitter.com,[Gosdavo] RT @ umvicente: Know OQ vc ta Precisano?? Listerine by Gosdavo Bath,[Gosdavo] RT @ umvicente: Know OQ vc ta Precisano?? Listerine Bath,http://twitter.com/gosdavo/statuses/869699785976143872,Not Spam
213,twitter.com,[ HewittDentist ] Have periodontitis? This mouthwash can help restore health to your gums. http://bit.ly/2eblSsT  by HewittDentist,[ HewittDentist ] Have periodontitis? This mouthwash can help restore health to your gums. http://bit.ly/2eblSsT ,http://twitter.com/HewittDentist/statuses/869565935400755200,Spam
214,dentistsatlantaga.blogspot.com,Choosing the right mouthwash to meet your needs,"These days many people like to use a mouthwash and there is a huge range of options to choose from. The key to choosing the right one for your needs is being clear about what you are using it for. Many people opt for mouthwash because they want to have fresh breath. But many mouthwashes contain alcohol which can cause the mouth to dry. It’s best to minimize the chances of suffering from dry mouth as it can increase your risk of tooth decay and gum disease. Therefore if you want fresh breath, a",http://dentistsatlantaga.blogspot.com/2017/05/choosing-right-mouthwash-to-meet-your.html,Spam
215,facebook.com,Timeline photos by learning to be happy daily,". Have children to receive that smile and hug tight when you get home and feel that you are the most important person in the whole world for that little being. Have children to earn frilly kisses with a breath that Listerine none provides. have children to see them smile like you and walk like the father, and understand the preciousness of having a piece of your loose around the world. Have children to re-learn the delight of a full foam bath, a basin of water in the heat",http://www.facebook.com/394110613978056/posts/1350908394964935,Not Spam
216,facebook.com,FREE bamboo-Bangkok «come and wawakhao good. For tooth thi ...... by Kitisak Kitisak Chai," A special extract from Bamboo mouth namyabuan #mouthwash # allegation # bamboo buffing the tooth # fresh breath alcohol doesn't have 99.99% of bacteria, eliminate # the teeth great prove::: can rinsing the mouth insert a glass of something in your mouth all dirty. For more information, or to order a Special Promotion price!!, please Tel: 089-6557475 (brilliantly) Sir Line: 0896557475.",http://www.facebook.com/1503652943234878/posts/1891612447772257,Spam
217,vardhmandentalcareindelhi.wordpress.com,Routine Dental Care Tips Recommended by the Best Dentist in ...," and focus on the back side of the front anterior teeth, use short back and forth strokes across top and sides of the teeth because this is where the plaque builds up frequently. Use floss and a mouth wash. The best dentist in Delhi describes that brushing is not enough for the good oral hygiene and therefore, it is recommended to floss the teeth and use a mouthwash after brushing preventing a build-up of the bacteria.",https://vardhmandentalcareindelhi.wordpress.com/2017/05/25/routine-dental-care-tips-recommended-by-the-best-dentist-in-delhi/,Spam
218,facebook.com,Today is World No Tobacco Day! Time to rinse away our unhea...... by Listerine,Today is World No Tobacco Day! Time to rinse away our unhealthy ways. Get rid of teeth stains with Listerine Healthy White. #BringOutTheBibo https://video.xx.fbcdn.net/v/t42.1790-2/18877408_921566981315731_722223090402066432_n.mp4? efg=eyJybHIiOjMwMCwicmxhIjo1MTIsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&rl=300&vabr=121&oh=5b72 5e9b5efb5132395878d302473792&oe=5933B4EE,http://www.facebook.com/138672139498138/posts/1559019124130092,Spam
219,facebook.com,POUR the LISTERINE on COTTON CANDY and then RUBBED THEIR ARMPITS ... ... by Cake,"POUR the LISTERINE on COTTON CANDY and then BRUSH UNDERARMS Listerine contains a lot of useful substances, such as thyme, eucalyptus and alcohol. See all that way, you can use LISTERINE:",http://www.facebook.com/458508600942641/posts/1189294407864053,Not Spam
220,twitter.com,[ ShurtugalTCG ] Life hack: Have a sore throat? Stick a Listerine strip as far back on your tongue as possible. by ShurtugalTCG,[ ShurtugalTCG ] Life hack: Have a sore throat? Stick a Listerine strip as far back on your tongue as possible.,http://twitter.com/ShurtugalTCG/statuses/870054001449893888,Not Spam
